Bucket 1: 800 requests
Bucket 2: 800 requests
======================================================================
GRID SEARCH
======================================================================

--- Config: b1_shapes=4, b2_shapes=2, gen_range=3, batch_size=10 ---
--- Config: b1_shapes=5, b2_shapes=3, gen_range=5, batch_size=30 ---
  B1: cost=3.1304e+11, pad_ratio=0.0522, p95_lat=2.0390e+06ms, seq_timecost=2.3390e+08ms
  B2: cost=4.6099e+10, pad_ratio=0.1378, p95_lat=2.1104e+05ms, seq_timecost=2.6552e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=5, batch_size=50 ---
  B1: cost=3.1297e+11, pad_ratio=0.0524, p95_lat=2.0390e+06ms, seq_timecost=2.3383e+08ms
  B2: cost=4.6645e+10, pad_ratio=0.1396, p95_lat=2.1104e+05ms, seq_timecost=2.6447e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=8, batch_size=10 ---
  B1: cost=3.1426e+11, pad_ratio=0.0522, p95_lat=2.0773e+06ms, seq_timecost=2.1421e+08ms
  B2: cost=4.6360e+10, pad_ratio=0.1374, p95_lat=2.1012e+05ms, seq_timecost=2.5743e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=8, batch_size=20 ---
  B1: cost=3.1647e+11, pad_ratio=0.0532, p95_lat=2.0773e+06ms, seq_timecost=2.1305e+08ms
  B2: cost=4.6726e+10, pad_ratio=0.1400, p95_lat=2.1012e+05ms, seq_timecost=2.5223e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=8, batch_size=30 ---
  B1: cost=3.1717e+11, pad_ratio=0.0537, p95_lat=2.0773e+06ms, seq_timecost=2.1285e+08ms
  B2: cost=4.6547e+10, pad_ratio=0.1402, p95_lat=2.1012e+05ms, seq_timecost=2.5165e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=8, batch_size=50 ---
  B1: cost=3.1750e+11, pad_ratio=0.0546, p95_lat=2.0773e+06ms, seq_timecost=2.1267e+08ms
  B2: cost=4.7198e+10, pad_ratio=0.1425, p95_lat=2.1012e+05ms, seq_timecost=2.5098e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=12, batch_size=10 ---
  B1: cost=3.1785e+11, pad_ratio=0.0533, p95_lat=2.1993e+06ms, seq_timecost=1.9185e+08ms
  B2: cost=4.6874e+10, pad_ratio=0.1389, p95_lat=2.4961e+05ms, seq_timecost=2.2981e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=12, batch_size=20 ---
  B1: cost=3.2257e+11, pad_ratio=0.0546, p95_lat=2.1993e+06ms, seq_timecost=1.9057e+08ms
  B2: cost=4.7467e+10, pad_ratio=0.1427, p95_lat=2.4961e+05ms, seq_timecost=2.2500e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=12, batch_size=30 ---
  B1: cost=3.2386e+11, pad_ratio=0.0556, p95_lat=2.1993e+06ms, seq_timecost=1.9030e+08ms
  B2: cost=4.7407e+10, pad_ratio=0.1441, p95_lat=2.4961e+05ms, seq_timecost=2.2317e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=12, batch_size=50 ---
  B1: cost=3.2438e+11, pad_ratio=0.0568, p95_lat=2.1993e+06ms, seq_timecost=1.9002e+08ms
  B2: cost=4.8377e+10, pad_ratio=0.1475, p95_lat=2.4961e+05ms, seq_timecost=2.2225e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=20, batch_size=10 ---
  B1: cost=3.2515e+11, pad_ratio=0.0546, p95_lat=2.1993e+06ms, seq_timecost=1.6371e+08ms
  B2: cost=4.7754e+10, pad_ratio=0.1417, p95_lat=2.4961e+05ms, seq_timecost=2.1282e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=20, batch_size=20 ---
  B1: cost=3.3342e+11, pad_ratio=0.0574, p95_lat=2.1993e+06ms, seq_timecost=1.6047e+08ms
  B2: cost=4.8348e+10, pad_ratio=0.1461, p95_lat=2.4961e+05ms, seq_timecost=2.0699e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=20, batch_size=30 ---
  B1: cost=3.3453e+11, pad_ratio=0.0583, p95_lat=2.1993e+06ms, seq_timecost=1.6005e+08ms
  B2: cost=4.8656e+10, pad_ratio=0.1484, p95_lat=2.4961e+05ms, seq_timecost=2.0670e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=20, batch_size=50 ---
  B1: cost=3.3553e+11, pad_ratio=0.0601, p95_lat=2.1993e+06ms, seq_timecost=1.5968e+08ms
  B2: cost=5.0785e+10, pad_ratio=0.1573, p95_lat=2.4961e+05ms, seq_timecost=2.0601e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=3, batch_size=10 ---
  B1: cost=3.0634e+11, pad_ratio=0.0504, p95_lat=2.0180e+06ms, seq_timecost=2.6041e+08ms
  B2: cost=4.8101e+10, pad_ratio=0.1351, p95_lat=1.9534e+05ms, seq_timecost=2.8019e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=3, batch_size=20 ---
  B1: cost=3.0871e+11, pad_ratio=0.0509, p95_lat=2.0180e+06ms, seq_timecost=2.6015e+08ms
  B2: cost=4.8548e+10, pad_ratio=0.1360, p95_lat=1.9534e+05ms, seq_timecost=2.7673e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=3, batch_size=30 ---
  B1: cost=3.0901e+11, pad_ratio=0.0509, p95_lat=2.0180e+06ms, seq_timecost=2.6006e+08ms
  B2: cost=4.8598e+10, pad_ratio=0.1359, p95_lat=1.9534e+05ms, seq_timecost=2.7594e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=3, batch_size=50 ---
  B1: cost=3.0901e+11, pad_ratio=0.0509, p95_lat=2.0180e+06ms, seq_timecost=2.6006e+08ms
  B2: cost=4.8972e+10, pad_ratio=0.1365, p95_lat=1.9534e+05ms, seq_timecost=2.7510e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=5, batch_size=10 ---
  B1: cost=3.1264e+11, pad_ratio=0.0513, p95_lat=2.0180e+06ms, seq_timecost=2.4039e+08ms
  B2: cost=4.8354e+10, pad_ratio=0.1360, p95_lat=2.0878e+05ms, seq_timecost=2.6451e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=5, batch_size=20 ---
  B1: cost=3.1497e+11, pad_ratio=0.0519, p95_lat=2.0180e+06ms, seq_timecost=2.3990e+08ms
  B2: cost=4.9493e+10, pad_ratio=0.1372, p95_lat=2.0878e+05ms, seq_timecost=2.6276e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=5, batch_size=30 ---
  B1: cost=3.1576e+11, pad_ratio=0.0522, p95_lat=2.0180e+06ms, seq_timecost=2.3980e+08ms
  B2: cost=4.9321e+10, pad_ratio=0.1378, p95_lat=2.0878e+05ms, seq_timecost=2.5962e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=5, batch_size=50 ---
  B1: cost=3.1569e+11, pad_ratio=0.0523, p95_lat=2.0180e+06ms, seq_timecost=2.3973e+08ms
  B2: cost=4.9816e+10, pad_ratio=0.1388, p95_lat=2.0878e+05ms, seq_timecost=2.5850e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=8, batch_size=10 ---
  B1: cost=3.1761e+11, pad_ratio=0.0522, p95_lat=2.0434e+06ms, seq_timecost=2.1824e+08ms
  B2: cost=4.9763e+10, pad_ratio=0.1372, p95_lat=2.0921e+05ms, seq_timecost=2.4500e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=8, batch_size=20 ---
  B1: cost=3.1957e+11, pad_ratio=0.0532, p95_lat=2.0434e+06ms, seq_timecost=2.1721e+08ms
  B2: cost=5.0682e+10, pad_ratio=0.1389, p95_lat=2.0921e+05ms, seq_timecost=2.3955e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=8, batch_size=30 ---
  B1: cost=3.2037e+11, pad_ratio=0.0535, p95_lat=2.0434e+06ms, seq_timecost=2.1713e+08ms
  B2: cost=5.0847e+10, pad_ratio=0.1400, p95_lat=2.0921e+05ms, seq_timecost=2.3764e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=8, batch_size=50 ---
  B1: cost=3.2070e+11, pad_ratio=0.0544, p95_lat=2.0434e+06ms, seq_timecost=2.1695e+08ms
  B2: cost=5.1422e+10, pad_ratio=0.1419, p95_lat=2.0921e+05ms, seq_timecost=2.3659e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=12, batch_size=10 ---
  B1: cost=3.2276e+11, pad_ratio=0.0534, p95_lat=2.0673e+06ms, seq_timecost=1.9745e+08ms
  B2: cost=5.0258e+10, pad_ratio=0.1388, p95_lat=2.4961e+05ms, seq_timecost=2.2968e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=12, batch_size=20 ---
  B1: cost=3.2678e+11, pad_ratio=0.0547, p95_lat=2.0673e+06ms, seq_timecost=1.9631e+08ms
  B2: cost=5.1610e+10, pad_ratio=0.1414, p95_lat=2.4961e+05ms, seq_timecost=2.2111e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=12, batch_size=30 ---
  B1: cost=3.2798e+11, pad_ratio=0.0556, p95_lat=2.0673e+06ms, seq_timecost=1.9604e+08ms
  B2: cost=5.1975e+10, pad_ratio=0.1431, p95_lat=2.4961e+05ms, seq_timecost=2.1939e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=12, batch_size=50 ---
  B1: cost=3.2832e+11, pad_ratio=0.0566, p95_lat=2.0673e+06ms, seq_timecost=1.9587e+08ms
  B2: cost=5.2664e+10, pad_ratio=0.1453, p95_lat=2.4961e+05ms, seq_timecost=2.1858e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=20, batch_size=10 ---
  B1: cost=3.2832e+11, pad_ratio=0.0550, p95_lat=2.1514e+06ms, seq_timecost=1.6693e+08ms
  B2: cost=5.1117e+10, pad_ratio=0.1407, p95_lat=2.4961e+05ms, seq_timecost=2.1004e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=20, batch_size=20 ---
  B1: cost=3.3678e+11, pad_ratio=0.0576, p95_lat=2.1514e+06ms, seq_timecost=1.6507e+08ms
  B2: cost=5.3631e+10, pad_ratio=0.1442, p95_lat=2.7567e+05ms, seq_timecost=2.0726e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=20, batch_size=30 ---
  B1: cost=3.3796e+11, pad_ratio=0.0586, p95_lat=2.1514e+06ms, seq_timecost=1.6435e+08ms
  B2: cost=5.4030e+10, pad_ratio=0.1465, p95_lat=2.9381e+05ms, seq_timecost=2.0360e+07ms

--- Config: b1_shapes=6, b2_shapes=2, gen_range=20, batch_size=50 ---
  B1: cost=3.3874e+11, pad_ratio=0.0602, p95_lat=2.1514e+06ms, seq_timecost=1.6412e+08ms
  B2: cost=5.5097e+10, pad_ratio=0.1514, p95_lat=2.4961e+05ms, seq_timecost=1.9893e+07ms

Best result found:
  B1 best: cost=3.0570e+11, pad_ratio=0.0504, p95_lat=2.0390e+06ms, seq_timecost=2.5233e+08ms
  B2 best: cost=4.5539e+10, pad_ratio=0.1352, p95_lat=2.0921e+05ms, seq_timecost=2.9229e+07ms

======================================================================
FINAL RESULTS
======================================================================
  Bucket 1: cost=3.0570e+11, pad_ratio=0.0504, p95_lat=2.0390e+06ms, seq_timecost=2.5233e+08ms
  Bucket 2: cost=4.5539e+10, pad_ratio=0.1352, p95_lat=2.0921e+05ms, seq_timecost=2.9229e+07ms

Bucket 1: 800 records, all IDs match: True
Bucket 2: 800 records, all IDs match: True
Unique shapes: bucket1=5, bucket2=3, total=8
All shapes: [(128, 32, 4096), (320, 32, 4096), (384, 32, 4096), (640, 32, 4096), (704, 32, 4096), (1344, 32, 4096), (1600, 32, 4096), (2048, 32, 4096)]
All batches have consistent shapes.

Threshold checks:
  B1 cost: 3.0570e+11 vs 3.0000e+11 FAIL
  B1 pad_ratio: 5.0442e-02 vs 5.5000e-02 OK
  B1 p95_latency_ms: 2.0390e+06 vs 2.1000e+06 OK
  B1 sequential_timecost: 2.5233e+08 vs 2.7000e+08 OK
  B2 cost: 4.5539e+10 vs 4.8000e+10 OK
  B2 pad_ratio: 1.3516e-01 vs 1.5000e-01 OK
  B2 p95_latency_ms: 2.0921e+05 vs 2.1000e+05 OK
  B2 sequential_timecost: 2.9229e+07 vs 3.2000e+07 OK

Plans written to /app/task_file/output_data/plan_b1.jsonl and /app/task_file/output_data/plan_b2.jsonl
